fromNode	toNode	weight	direction	fromAltName	toAltName
PLTP	EPRS1	0.260859774	undirected	NA	NA
PLTP	ANGPTL2	0.239498447	undirected	NA	NA
PLTP	MYO7A	0.209393549	undirected	NA	NA
PLTP	ATRAID	0.170455711	undirected	NA	NA
PLTP	BCL2L11	0.17701232	undirected	NA	NA
PLTP	OTUD6B	0.15559452	undirected	NA	NA
PLTP	METTL27	0.210104202	undirected	NA	NA
PLTP	TPP1	0.278833492	undirected	NA	NA
PLTP	TPM4	0.191277073	undirected	NA	NA
PLTP	LTBP3	0.163810254	undirected	NA	NA
PLTP	NMD3	0.311457413	undirected	NA	NA
RAB5IF	GARS1	0.277632432	undirected	NA	NA
RAB5IF	CORO1C	0.278571103	undirected	NA	NA
RAB5IF	BTN3A3	0.157357782	undirected	NA	NA
RAB5IF	TARS1	0.31019002	undirected	NA	NA
RAB5IF	MYL12B	0.246941051	undirected	NA	NA
RAB5IF	MFSD1	0.346813117	undirected	NA	NA
RAB5IF	ELL2	0.193238282	undirected	NA	NA
RAB5IF	C4BPB	0.166250223	undirected	NA	NA
RAB5IF	MMACHC	0.191084718	undirected	NA	NA
RAB5IF	PLAAT4	0.233530614	undirected	NA	NA
RAB5IF	PSAT1	0.238407368	undirected	NA	NA
RAB5IF	EPRS1	0.301819634	undirected	NA	NA
RAB5IF	ANGPTL2	0.29501369	undirected	NA	NA
RAB5IF	MYO7A	0.211568803	undirected	NA	NA
RAB5IF	ATRAID	0.167642981	undirected	NA	NA
RAB5IF	BCL2L11	0.205247971	undirected	NA	NA
RAB5IF	OTUD6B	0.207443606	undirected	NA	NA
RAB5IF	METTL27	0.232714914	undirected	NA	NA
RAB5IF	TPP1	0.308708442	undirected	NA	NA
RAB5IF	TPM4	0.225804621	undirected	NA	NA
RAB5IF	LTBP3	0.174850696	undirected	NA	NA
RAB5IF	NMD3	0.347842033	undirected	NA	NA
RAE1	GARS1	0.201836861	undirected	NA	NA
RAE1	CORO1C	0.291446283	undirected	NA	NA
RAE1	BTN3A3	0.236788666	undirected	NA	NA
RAE1	TARS1	0.272507702	undirected	NA	NA
RAE1	MYL12B	0.229878825	undirected	NA	NA
RAE1	MFSD1	0.269895662	undirected	NA	NA
RAE1	ELL2	0.208277328	undirected	NA	NA
RAE1	MMACHC	0.166287803	undirected	NA	NA
RAE1	PLAAT4	0.208817329	undirected	NA	NA
RAE1	PSAT1	0.265393414	undirected	NA	NA
RAE1	EPRS1	0.23294875	undirected	NA	NA
RAE1	ANGPTL2	0.187410833	undirected	NA	NA
RAE1	MYO7A	0.262481833	undirected	NA	NA
RAE1	TPM1	0.172913682	undirected	NA	NA
RAE1	BCL2L11	0.224500627	undirected	NA	NA
RAE1	METTL27	0.18602161	undirected	NA	NA
RAE1	TPP1	0.322400919	undirected	NA	NA
RAE1	TPM4	0.219680062	undirected	NA	NA
RAE1	LTBP3	0.210284091	undirected	NA	NA
RAE1	NMD3	0.241745877	undirected	NA	NA
PDYN	CORO1C	0.160390356	undirected	NA	NA
PDYN	TARS1	0.164889474	undirected	NA	NA
PDYN	MFSD1	0.172550538	undirected	NA	NA
PDYN	PLAAT4	0.15017007	undirected	NA	NA
PDYN	MYO7A	0.179726189	undirected	NA	NA
PDYN	TPP1	0.181396099	undirected	NA	NA
PDYN	LTBP3	0.169714424	undirected	NA	NA
SMAD7	GARS1	0.224610572	undirected	NA	NA
SMAD7	CORO1C	0.318384142	undirected	NA	NA
SMAD7	BTN3A3	0.260418566	undirected	NA	NA
SMAD7	TARS1	0.299158146	undirected	NA	NA
SMAD7	MYL12B	0.27805317	undirected	NA	NA
SMAD7	MFSD1	0.319349159	undirected	NA	NA
SMAD7	ELL2	0.249704413	undirected	NA	NA
SMAD7	MMACHC	0.190610181	undirected	NA	NA
SMAD7	PLAAT4	0.230997595	undirected	NA	NA
SMAD7	PSAT1	0.247916641	undirected	NA	NA
SMAD7	EPRS1	0.275740209	undirected	NA	NA
SMAD7	ANGPTL2	0.223358623	undirected	NA	NA
SMAD7	MYO7A	0.320862874	undirected	NA	NA
SMAD7	ATRAID	0.180304753	undirected	NA	NA
SMAD7	TPM1	0.212518156	undirected	NA	NA
SMAD7	BCL2L11	0.232893868	undirected	NA	NA
SMAD7	METTL27	0.228694061	undirected	NA	NA
SMAD7	TPP1	0.36204444	undirected	NA	NA
SMAD7	TPM4	0.263942796	undirected	NA	NA
SMAD7	LTBP3	0.228077706	undirected	NA	NA
SMAD7	NMD3	0.292249797	undirected	NA	NA
RIOK3	GARS1	0.19630134900000001	undirected	NA	NA
RIOK3	MFSD1	0.183146861	undirected	NA	NA
RIOK3	C4BPB	0.164861546	undirected	NA	NA
RIOK3	PLAAT4	0.215708421	undirected	NA	NA
RIOK3	ANGPTL2	0.195331647	undirected	NA	NA
RIOK3	OTUD6B	0.173178982	undirected	NA	NA
MXRA5	ELL2	0.159850405	undirected	NA	NA
MXRA5	PLAAT4	0.189011264	undirected	NA	NA
MXRA5	MYO7A	0.152118835	undirected	NA	NA
RBM3	WDR91	0.273491051	undirected	NA	NA
RBM3	GARS1	0.306029282	undirected	NA	NA
RBM3	CORO1C	0.404365392	undirected	NA	NA
RBM3	BTN3A3	0.30201266	undirected	NA	NA
RBM3	TARS1	0.249744756	undirected	NA	NA
RBM3	MYL12B	0.298662511	undirected	NA	NA
RBM3	MFSD1	0.309847861	undirected	NA	NA
RBM3	ELL2	0.379814922	undirected	NA	NA
RBM3	C4BPB	0.220070051	undirected	NA	NA
RBM3	MMACHC	0.302385148	undirected	NA	NA
RBM3	PLAAT4	0.305011556	undirected	NA	NA
RBM3	PSAT1	0.303329726	undirected	NA	NA
RBM3	EPRS1	0.323539656	undirected	NA	NA
RBM3	ANGPTL2	0.289532905	undirected	NA	NA
RBM3	MYO7A	0.334793084	undirected	NA	NA
RBM3	TPM1	0.335621797	undirected	NA	NA
RBM3	CDH11	0.223375864	undirected	NA	NA
RBM3	BCL2L11	0.286614236	undirected	NA	NA
RBM3	OTUD6B	0.277812325	undirected	NA	NA
RBM3	METTL27	0.194912347	undirected	NA	NA
RBM3	TPP1	0.351459855	undirected	NA	NA
RBM3	TPM4	0.403268761	undirected	NA	NA
RBM3	LTBP3	0.28513642300000003	undirected	NA	NA
RBM3	NMD3	0.257185511	undirected	NA	NA
NME3	GARS1	0.202509431	undirected	NA	NA
NME3	CORO1C	0.228352506	undirected	NA	NA
NME3	TARS1	0.268016412	undirected	NA	NA
NME3	MYL12B	0.290332972	undirected	NA	NA
NME3	MFSD1	0.266889235	undirected	NA	NA
NME3	PSAT1	0.165864991	undirected	NA	NA
NME3	EPRS1	0.261262241	undirected	NA	NA
NME3	ANGPTL2	0.226698992	undirected	NA	NA
NME3	MYO7A	0.221002096	undirected	NA	NA
NME3	ATRAID	0.155093435	undirected	NA	NA
NME3	BCL2L11	0.183728501	undirected	NA	NA
NME3	OTUD6B	0.171148431	undirected	NA	NA
NME3	METTL27	0.233345959	undirected	NA	NA
NME3	TPP1	0.276529937	undirected	NA	NA
NME3	TPM4	0.197895951	undirected	NA	NA
NME3	LTBP3	0.163585071	undirected	NA	NA
NME3	NMD3	0.306699088	undirected	NA	NA
COTL1	GARS1	0.308340321	undirected	NA	NA
COTL1	CORO1C	0.343673064	undirected	NA	NA
COTL1	BTN3A3	0.215572564	undirected	NA	NA
COTL1	TARS1	0.37372603	undirected	NA	NA
COTL1	MYL12B	0.308131323	undirected	NA	NA
COTL1	MFSD1	0.341951059	undirected	NA	NA
COTL1	ELL2	0.225827767	undirected	NA	NA
COTL1	C4BPB	0.189042595	undirected	NA	NA
COTL1	MMACHC	0.19931155	undirected	NA	NA
COTL1	PLAAT4	0.242477875	undirected	NA	NA
COTL1	PSAT1	0.283709086	undirected	NA	NA
COTL1	EPRS1	0.335017865	undirected	NA	NA
COTL1	ANGPTL2	0.275693349	undirected	NA	NA
COTL1	MYO7A	0.279485261	undirected	NA	NA
COTL1	ATRAID	0.214308316	undirected	NA	NA
COTL1	TPM1	0.190498185	undirected	NA	NA
COTL1	BCL2L11	0.292500973	undirected	NA	NA
COTL1	OTUD6B	0.208384015	undirected	NA	NA
COTL1	METTL27	0.272565578	undirected	NA	NA
COTL1	TPP1	0.378577396	undirected	NA	NA
COTL1	TPM4	0.2704954	undirected	NA	NA
COTL1	LTBP3	0.262262489	undirected	NA	NA
COTL1	NMD3	0.343916942	undirected	NA	NA
NDRG1	WDR91	0.153203138	undirected	NA	NA
NDRG1	GARS1	0.218205968	undirected	NA	NA
NDRG1	CORO1C	0.202392457	undirected	NA	NA
NDRG1	BTN3A3	0.171304078	undirected	NA	NA
NDRG1	MFSD1	0.165496589	undirected	NA	NA
NDRG1	ELL2	0.178299459	undirected	NA	NA
NDRG1	C4BPB	0.182671956	undirected	NA	NA
NDRG1	MMACHC	0.205313665	undirected	NA	NA
NDRG1	PLAAT4	0.254146407	undirected	NA	NA
NDRG1	PSAT1	0.198740966	undirected	NA	NA
NDRG1	EPRS1	0.154396554	undirected	NA	NA
NDRG1	ANGPTL2	0.192841515	undirected	NA	NA
NDRG1	TPM1	0.172901884	undirected	NA	NA
NDRG1	CDH11	0.232326683	undirected	NA	NA
NDRG1	BCL2L11	0.163707604	undirected	NA	NA
NDRG1	OTUD6B	0.178467648	undirected	NA	NA
NDRG1	TPP1	0.155003039	undirected	NA	NA
NDRG1	TPM4	0.169306461	undirected	NA	NA
NDRG1	LTBP3	0.178249021	undirected	NA	NA
DCTN6	GARS1	0.253220264	undirected	NA	NA
DCTN6	CORO1C	0.259870322	undirected	NA	NA
DCTN6	TARS1	0.295934021	undirected	NA	NA
DCTN6	MYL12B	0.245903162	undirected	NA	NA
DCTN6	MFSD1	0.343959742	undirected	NA	NA
DCTN6	ELL2	0.186462935	undirected	NA	NA
DCTN6	MMACHC	0.160390332	undirected	NA	NA
DCTN6	PLAAT4	0.206105082	undirected	NA	NA
DCTN6	PSAT1	0.212727894	undirected	NA	NA
DCTN6	EPRS1	0.297519421	undirected	NA	NA
DCTN6	ANGPTL2	0.275282908	undirected	NA	NA
DCTN6	MYO7A	0.222126531	undirected	NA	NA
DCTN6	ATRAID	0.15781804	undirected	NA	NA
DCTN6	BCL2L11	0.177796623	undirected	NA	NA
DCTN6	OTUD6B	0.187432129	undirected	NA	NA
DCTN6	METTL27	0.218488869	undirected	NA	NA
DCTN6	TPP1	0.297088388	undirected	NA	NA
DCTN6	TPM4	0.217859454	undirected	NA	NA
DCTN6	LTBP3	0.162110915	undirected	NA	NA
DCTN6	NMD3	0.349996941	undirected	NA	NA
STX10	GARS1	0.157437424	undirected	NA	NA
STX10	MFSD1	0.176698065	undirected	NA	NA
STX10	C4BPB	0.155592172	undirected	NA	NA
STX10	PLAAT4	0.175389315	undirected	NA	NA
STX10	ANGPTL2	0.190742584	undirected	NA	NA
STX10	OTUD6B	0.158991296	undirected	NA	NA
TLE5	WDR91	0.190393881	undirected	NA	NA
TLE5	GARS1	0.248789631	undirected	NA	NA
TLE5	CORO1C	0.333694122	undirected	NA	NA
TLE5	BTN3A3	0.291948883	undirected	NA	NA
TLE5	TARS1	0.303075573	undirected	NA	NA
TLE5	MYL12B	0.271187988	undirected	NA	NA
TLE5	MFSD1	0.339122918	undirected	NA	NA
TLE5	ELL2	0.281633492	undirected	NA	NA
TLE5	C4BPB	0.159354495	undirected	NA	NA
TLE5	MMACHC	0.234843291	undirected	NA	NA
TLE5	PLAAT4	0.250227641	undirected	NA	NA
TLE5	PSAT1	0.281128819	undirected	NA	NA
TLE5	EPRS1	0.29661488	undirected	NA	NA
TLE5	ANGPTL2	0.240360657	undirected	NA	NA
TLE5	MYO7A	0.312601855	undirected	NA	NA
TLE5	ATRAID	0.202555886	undirected	NA	NA
TLE5	TPM1	0.239912465	undirected	NA	NA
TLE5	CDH11	0.197032002	undirected	NA	NA
TLE5	BCL2L11	0.254974736	undirected	NA	NA
TLE5	OTUD6B	0.183099912	undirected	NA	NA
TLE5	METTL27	0.250054898	undirected	NA	NA
TLE5	TPP1	0.363805319	undirected	NA	NA
TLE5	TPM4	0.275230948	undirected	NA	NA
TLE5	LTBP3	0.245110785	undirected	NA	NA
TLE5	NMD3	0.306168399	undirected	NA	NA
ASF1B	WDR91	0.170971347	undirected	NA	NA
ASF1B	GARS1	0.244436964	undirected	NA	NA
ASF1B	CORO1C	0.341768436	undirected	NA	NA
ASF1B	BTN3A3	0.258518293	undirected	NA	NA
ASF1B	TARS1	0.312784166	undirected	NA	NA
ASF1B	MYL12B	0.282242707	undirected	NA	NA
ASF1B	MFSD1	0.338028478	undirected	NA	NA
ASF1B	ELL2	0.267189165	undirected	NA	NA
ASF1B	MMACHC	0.212097048	undirected	NA	NA
ASF1B	PLAAT4	0.235955332	undirected	NA	NA
ASF1B	PSAT1	0.275517771	undirected	NA	NA
ASF1B	EPRS1	0.308910762	undirected	NA	NA
ASF1B	ANGPTL2	0.234322295	undirected	NA	NA
ASF1B	MYO7A	0.320683886	undirected	NA	NA
ASF1B	ATRAID	0.178682814	undirected	NA	NA
ASF1B	TPM1	0.214188952	undirected	NA	NA
ASF1B	CDH11	0.16304338	undirected	NA	NA
ASF1B	BCL2L11	0.242142631	undirected	NA	NA
ASF1B	OTUD6B	0.158388195	undirected	NA	NA
ASF1B	METTL27	0.241036054	undirected	NA	NA
ASF1B	TPP1	0.377061769	undirected	NA	NA
ASF1B	TPM4	0.282366452	undirected	NA	NA
ASF1B	LTBP3	0.207350959	undirected	NA	NA
ASF1B	NMD3	0.326286451	undirected	NA	NA
PLIN3	MFSD1	0.160798082	undirected	NA	NA
PLIN3	ANGPTL2	0.171917398	undirected	NA	NA
PIK3CG	WDR91	0.163696115	undirected	NA	NA
PIK3CG	GARS1	0.181730666	undirected	NA	NA
PIK3CG	CORO1C	0.191916315	undirected	NA	NA
PIK3CG	BTN3A3	0.177492571	undirected	NA	NA
PIK3CG	MFSD1	0.152028921	undirected	NA	NA
PIK3CG	ELL2	0.194322115	undirected	NA	NA
PIK3CG	C4BPB	0.188004678	undirected	NA	NA
PIK3CG	MMACHC	0.197362301	undirected	NA	NA
PIK3CG	PLAAT4	0.256327946	undirected	NA	NA
PIK3CG	PSAT1	0.162745351	undirected	NA	NA
PIK3CG	ANGPTL2	0.188897539	undirected	NA	NA
PIK3CG	TPM1	0.19609575	undirected	NA	NA
PIK3CG	CDH11	0.194143567	undirected	NA	NA
PIK3CG	OTUD6B	0.179307395	undirected	NA	NA
PIK3CG	TPM4	0.182689531	undirected	NA	NA
PIK3CG	LTBP3	0.188435343	undirected	NA	NA
WDR91	GARS1	0.287883302	undirected	NA	NA
WDR91	CORO1C	0.358939439	undirected	NA	NA
WDR91	BTN3A3	0.271169166	undirected	NA	NA
WDR91	TARS1	0.225959724	undirected	NA	NA
WDR91	MYL12B	0.246875124	undirected	NA	NA
WDR91	MFSD1	0.278158352	undirected	NA	NA
WDR91	ELL2	0.332705436	undirected	NA	NA
WDR91	C4BPB	0.204615578	undirected	NA	NA
WDR91	MMACHC	0.287275797	undirected	NA	NA
WDR91	PLAAT4	0.298110285	undirected	NA	NA
WDR91	PSAT1	0.285082723	undirected	NA	NA
WDR91	EPRS1	0.289396246	undirected	NA	NA
WDR91	ANGPTL2	0.274761025	undirected	NA	NA
WDR91	MYO7A	0.281558755	undirected	NA	NA
WDR91	TPM1	0.292339008	undirected	NA	NA
WDR91	CDH11	0.220423939	undirected	NA	NA
WDR91	BCL2L11	0.261203842	undirected	NA	NA
WDR91	OTUD6B	0.253887869	undirected	NA	NA
WDR91	METTL27	0.175217767	undirected	NA	NA
WDR91	TPP1	0.307136089	undirected	NA	NA
WDR91	TPM4	0.345714021	undirected	NA	NA
WDR91	LTBP3	0.252361255	undirected	NA	NA
WDR91	NMD3	0.227611756	undirected	NA	NA
GARS1	CORO1C	0.345823865	undirected	NA	NA
GARS1	BTN3A3	0.279796171	undirected	NA	NA
GARS1	TARS1	0.318286552	undirected	NA	NA
GARS1	MYL12B	0.2910314	undirected	NA	NA
GARS1	MFSD1	0.340695481	undirected	NA	NA
GARS1	ELL2	0.297300772	undirected	NA	NA
GARS1	C4BPB	0.282444957	undirected	NA	NA
GARS1	MMACHC	0.316878724	undirected	NA	NA
GARS1	PLAAT4	0.285528248	undirected	NA	NA
GARS1	PSAT1	0.31567754	undirected	NA	NA
GARS1	EPRS1	0.332494347	undirected	NA	NA
GARS1	ANGPTL2	0.3006134	undirected	NA	NA
GARS1	MYO7A	0.268043025	undirected	NA	NA
GARS1	ATRAID	0.254203886	undirected	NA	NA
GARS1	TPM1	0.30027531	undirected	NA	NA
GARS1	CDH11	0.303728569	undirected	NA	NA
GARS1	BCL2L11	0.310024389	undirected	NA	NA
GARS1	OTUD6B	0.299324526	undirected	NA	NA
GARS1	METTL27	0.2865444	undirected	NA	NA
GARS1	TPP1	0.341007039	undirected	NA	NA
GARS1	TPM4	0.309187908	undirected	NA	NA
GARS1	LTBP3	0.2909241	undirected	NA	NA
GARS1	NMD3	0.316854241	undirected	NA	NA
MYL7	CORO1C	0.234208506	undirected	NA	NA
MYL7	BTN3A3	0.176445099	undirected	NA	NA
MYL7	TARS1	0.194877139	undirected	NA	NA
MYL7	MYL12B	0.176565882	undirected	NA	NA
MYL7	MFSD1	0.225021869	undirected	NA	NA
MYL7	ELL2	0.199512674	undirected	NA	NA
MYL7	C4BPB	0.18569733	undirected	NA	NA
MYL7	MMACHC	0.173059136	undirected	NA	NA
MYL7	PLAAT4	0.230863855	undirected	NA	NA
MYL7	PSAT1	0.199929239	undirected	NA	NA
MYL7	EPRS1	0.208095763	undirected	NA	NA
MYL7	ANGPTL2	0.234741643	undirected	NA	NA
MYL7	MYO7A	0.199472915	undirected	NA	NA
MYL7	TPM1	0.173775969	undirected	NA	NA
MYL7	BCL2L11	0.177504456	undirected	NA	NA
MYL7	OTUD6B	0.180755376	undirected	NA	NA
MYL7	TPP1	0.221695645	undirected	NA	NA
MYL7	TPM4	0.209763497	undirected	NA	NA
MYL7	LTBP3	0.228935325	undirected	NA	NA
MYL7	NMD3	0.176042254	undirected	NA	NA
ECM2	CORO1C	0.284694557	undirected	NA	NA
ECM2	BTN3A3	0.218699979	undirected	NA	NA
ECM2	TARS1	0.26535421	undirected	NA	NA
ECM2	MYL12B	0.192432775	undirected	NA	NA
ECM2	MFSD1	0.230693531	undirected	NA	NA
ECM2	ELL2	0.201139377	undirected	NA	NA
ECM2	MMACHC	0.167497259	undirected	NA	NA
ECM2	PLAAT4	0.191052945	undirected	NA	NA
ECM2	PSAT1	0.275922721	undirected	NA	NA
ECM2	EPRS1	0.254642549	undirected	NA	NA
ECM2	ANGPTL2	0.169096204	undirected	NA	NA
ECM2	MYO7A	0.235663366	undirected	NA	NA
ECM2	ATRAID	0.176801077	undirected	NA	NA
ECM2	TPM1	0.154904354	undirected	NA	NA
ECM2	BCL2L11	0.233614281	undirected	NA	NA
ECM2	METTL27	0.180919012	undirected	NA	NA
ECM2	TPP1	0.295719109	undirected	NA	NA
ECM2	TPM4	0.205808409	undirected	NA	NA
ECM2	LTBP3	0.186528797	undirected	NA	NA
ECM2	NMD3	0.226478896	undirected	NA	NA
FUBP3	CORO1C	0.242440296	undirected	NA	NA
FUBP3	BTN3A3	0.184184405	undirected	NA	NA
FUBP3	TARS1	0.189596045	undirected	NA	NA
FUBP3	MFSD1	0.222663066	undirected	NA	NA
FUBP3	ELL2	0.201644488	undirected	NA	NA
FUBP3	C4BPB	0.164569314	undirected	NA	NA
FUBP3	MMACHC	0.214117459	undirected	NA	NA
FUBP3	PLAAT4	0.254718788	undirected	NA	NA
FUBP3	PSAT1	0.234201719	undirected	NA	NA
FUBP3	EPRS1	0.213589449	undirected	NA	NA
FUBP3	ANGPTL2	0.209459905	undirected	NA	NA
FUBP3	MYO7A	0.160181125	undirected	NA	NA
FUBP3	TPM1	0.163286744	undirected	NA	NA
FUBP3	CDH11	0.225474836	undirected	NA	NA
FUBP3	BCL2L11	0.183249298	undirected	NA	NA
FUBP3	OTUD6B	0.182108886	undirected	NA	NA
FUBP3	TPP1	0.201582607	undirected	NA	NA
FUBP3	TPM4	0.19633812	undirected	NA	NA
FUBP3	LTBP3	0.168576299	undirected	NA	NA
FUBP3	NMD3	0.176610674	undirected	NA	NA
CCNJ	MFSD1	0.197695234	undirected	NA	NA
CCNJ	C4BPB	0.165537191	undirected	NA	NA
CCNJ	PLAAT4	0.208913813	undirected	NA	NA
CCNJ	ANGPTL2	0.206257186	undirected	NA	NA
CCNJ	OTUD6B	0.162098984	undirected	NA	NA
CCNJ	NMD3	0.153367432	undirected	NA	NA
CUEDC2	CORO1C	0.306781528	undirected	NA	NA
CUEDC2	BTN3A3	0.265119189	undirected	NA	NA
CUEDC2	TARS1	0.283345791	undirected	NA	NA
CUEDC2	MYL12B	0.241859004	undirected	NA	NA
CUEDC2	MFSD1	0.344948996	undirected	NA	NA
CUEDC2	ELL2	0.278705664	undirected	NA	NA
CUEDC2	C4BPB	0.223194167	undirected	NA	NA
CUEDC2	MMACHC	0.280566734	undirected	NA	NA
CUEDC2	PLAAT4	0.273351913	undirected	NA	NA
CUEDC2	PSAT1	0.291400459	undirected	NA	NA
CUEDC2	EPRS1	0.290994375	undirected	NA	NA
CUEDC2	ANGPTL2	0.273234601	undirected	NA	NA
CUEDC2	MYO7A	0.250641885	undirected	NA	NA
CUEDC2	ATRAID	0.215536315	undirected	NA	NA
CUEDC2	TPM1	0.24217819	undirected	NA	NA
CUEDC2	CDH11	0.262858601	undirected	NA	NA
CUEDC2	BCL2L11	0.246895883	undirected	NA	NA
CUEDC2	OTUD6B	0.247246177	undirected	NA	NA
CUEDC2	METTL27	0.247964996	undirected	NA	NA
CUEDC2	TPP1	0.310440912	undirected	NA	NA
CUEDC2	TPM4	0.270775916	undirected	NA	NA
CUEDC2	LTBP3	0.237349774	undirected	NA	NA
CUEDC2	NMD3	0.3030962	undirected	NA	NA
PPIF	CORO1C	0.246437494	undirected	NA	NA
PPIF	TARS1	0.328611318	undirected	NA	NA
PPIF	MYL12B	0.263474756	undirected	NA	NA
PPIF	MFSD1	0.289847008	undirected	NA	NA
PPIF	C4BPB	0.151454974	undirected	NA	NA
PPIF	PLAAT4	0.179092161	undirected	NA	NA
PPIF	PSAT1	0.19950744	undirected	NA	NA
PPIF	EPRS1	0.267051835	undirected	NA	NA
PPIF	ANGPTL2	0.236193623	undirected	NA	NA
PPIF	MYO7A	0.208527828	undirected	NA	NA
PPIF	ATRAID	0.206033766	undirected	NA	NA
PPIF	BCL2L11	0.225236341	undirected	NA	NA
PPIF	OTUD6B	0.161394443	undirected	NA	NA
PPIF	METTL27	0.257869949	undirected	NA	NA
PPIF	TPP1	0.302604797	undirected	NA	NA
PPIF	TPM4	0.182964452	undirected	NA	NA
PPIF	LTBP3	0.194978986	undirected	NA	NA
PPIF	NMD3	0.31457328	undirected	NA	NA
GIT1	MFSD1	0.168767491	undirected	NA	NA
GIT1	C4BPB	0.154641751	undirected	NA	NA
GIT1	PLAAT4	0.175092119	undirected	NA	NA
GIT1	ANGPTL2	0.187068663	undirected	NA	NA
GIT1	OTUD6B	0.165567816	undirected	NA	NA
ASPA	TARS1	0.155707652	undirected	NA	NA
ASPA	MFSD1	0.201139022	undirected	NA	NA
ASPA	C4BPB	0.185087525	undirected	NA	NA
ASPA	PLAAT4	0.175478655	undirected	NA	NA
ASPA	EPRS1	0.165649935	undirected	NA	NA
ASPA	ANGPTL2	0.236714511	undirected	NA	NA
ASPA	OTUD6B	0.196404048	undirected	NA	NA
ASPA	NMD3	0.195180561	undirected	NA	NA
NUP88	CORO1C	0.340517693	undirected	NA	NA
NUP88	BTN3A3	0.19351127	undirected	NA	NA
NUP88	TARS1	0.384733822	undirected	NA	NA
NUP88	MYL12B	0.314859045	undirected	NA	NA
NUP88	MFSD1	0.357271437	undirected	NA	NA
NUP88	ELL2	0.219589202	undirected	NA	NA
NUP88	C4BPB	0.192060097	undirected	NA	NA
NUP88	MMACHC	0.215236097	undirected	NA	NA
NUP88	PLAAT4	0.233118168	undirected	NA	NA
NUP88	PSAT1	0.285114393	undirected	NA	NA
NUP88	EPRS1	0.36594398	undirected	NA	NA
NUP88	ANGPTL2	0.292845435	undirected	NA	NA
NUP88	MYO7A	0.267373965	undirected	NA	NA
NUP88	ATRAID	0.232179356	undirected	NA	NA
NUP88	TPM1	0.194572187	undirected	NA	NA
NUP88	CDH11	0.168671543	undirected	NA	NA
NUP88	BCL2L11	0.28086212	undirected	NA	NA
NUP88	OTUD6B	0.216794924	undirected	NA	NA
NUP88	METTL27	0.289780727	undirected	NA	NA
NUP88	TPP1	0.381772073	undirected	NA	NA
NUP88	TPM4	0.268228142	undirected	NA	NA
NUP88	LTBP3	0.228173798	undirected	NA	NA
NUP88	NMD3	0.385322081	undirected	NA	NA
C1QBP	CORO1C	0.326707132	undirected	NA	NA
C1QBP	BTN3A3	0.206864116	undirected	NA	NA
C1QBP	TARS1	0.380735855	undirected	NA	NA
C1QBP	MYL12B	0.312907079	undirected	NA	NA
C1QBP	MFSD1	0.357963888	undirected	NA	NA
C1QBP	ELL2	0.209511821	undirected	NA	NA
C1QBP	C4BPB	0.203873637	undirected	NA	NA
C1QBP	MMACHC	0.219314725	undirected	NA	NA
C1QBP	PLAAT4	0.22143898	undirected	NA	NA
C1QBP	PSAT1	0.274424868	undirected	NA	NA
C1QBP	EPRS1	0.350176465	undirected	NA	NA
C1QBP	ANGPTL2	0.283571867	undirected	NA	NA
C1QBP	MYO7A	0.266278051	undirected	NA	NA
C1QBP	ATRAID	0.24255961	undirected	NA	NA
C1QBP	TPM1	0.202846355	undirected	NA	NA
C1QBP	CDH11	0.167927704	undirected	NA	NA
C1QBP	BCL2L11	0.272250563	undirected	NA	NA
C1QBP	OTUD6B	0.2258175	undirected	NA	NA
C1QBP	METTL27	0.30409765	undirected	NA	NA
C1QBP	TPP1	0.375988203	undirected	NA	NA
C1QBP	TPM4	0.255999225	undirected	NA	NA
C1QBP	LTBP3	0.236007091	undirected	NA	NA
C1QBP	NMD3	0.383136601	undirected	NA	NA
LGALS3BP	CORO1C	0.261417335	undirected	NA	NA
LGALS3BP	TARS1	0.338307836	undirected	NA	NA
LGALS3BP	MYL12B	0.291070554	undirected	NA	NA
LGALS3BP	MFSD1	0.327428692	undirected	NA	NA
LGALS3BP	ELL2	0.160531386	undirected	NA	NA
LGALS3BP	PLAAT4	0.172973016	undirected	NA	NA
LGALS3BP	PSAT1	0.20520429	undirected	NA	NA
LGALS3BP	EPRS1	0.305469889	undirected	NA	NA
LGALS3BP	ANGPTL2	0.249428073	undirected	NA	NA
LGALS3BP	MYO7A	0.236459536	undirected	NA	NA
LGALS3BP	ATRAID	0.188453513	undirected	NA	NA
LGALS3BP	BCL2L11	0.206728299	undirected	NA	NA
LGALS3BP	OTUD6B	0.168311739	undirected	NA	NA
LGALS3BP	METTL27	0.265474471	undirected	NA	NA
LGALS3BP	TPP1	0.32528142	undirected	NA	NA
LGALS3BP	TPM4	0.206975274	undirected	NA	NA
LGALS3BP	LTBP3	0.174585214	undirected	NA	NA
LGALS3BP	NMD3	0.369435252	undirected	NA	NA
VTN	CORO1C	0.255957674	undirected	NA	NA
VTN	BTN3A3	0.212117425	undirected	NA	NA
VTN	TARS1	0.203642186	undirected	NA	NA
VTN	MYL12B	0.158770616	undirected	NA	NA
VTN	MFSD1	0.281322259	undirected	NA	NA
VTN	ELL2	0.227771937	undirected	NA	NA
VTN	C4BPB	0.204944927	undirected	NA	NA
VTN	MMACHC	0.234609608	undirected	NA	NA
VTN	PLAAT4	0.284153521	undirected	NA	NA
VTN	PSAT1	0.215926249	undirected	NA	NA
VTN	EPRS1	0.222058983	undirected	NA	NA
